,pre_pt_root_id,post_pt_root_id,sum_size,index_pre,index_post,C,cell_type_pre,cell_type_post
1798,864691135234167385,864691135639796539,51424,3210,7802,0.21379606108250543,L2/3,L5
1802,864691135066182980,864691135639796539,11868,4554,7802,0.1162687100661903,L2/3,L5
1804,864691135855890478,864691135639796539,12656,1175,7802,0.12819028995492332,L2/3,L5
1805,864691135937972228,864691135639796539,3196,8596,7802,0.09992327919258982,L2/3,L5
1820,864691135591041291,864691136595518882,720,2091,4944,-0.03832233735799597,L2/3,L5
1821,864691135501703746,864691136595518882,3252,7957,4944,0.18818134084210392,L2/3,L5
1822,864691135497743635,864691136595518882,8472,3625,4944,0.21939357893535508,L2/3,L5
1824,864691136084747372,864691136595518882,29692,7291,4944,0.22349630197183715,L2/3,L5
1825,864691136066631832,864691136595518882,340,4275,4944,0.014721307143779687,L2/3,L5
1834,864691135591041291,864691135082647543,1204,2091,4718,0.13201877505777546,L2/3,L5
1835,864691135864188286,864691135082647543,4536,5204,4718,-0.039745202849621956,L2/3,L5
1836,864691135491205735,864691135082647543,248,4507,4718,0.20948507121320706,L2/3,L5
1837,864691135463695429,864691135082647543,2796,484,4718,0.42837107155004894,L2/3,L5
1839,864691135591041291,864691136195097832,760,2091,5018,0.004559530769890504,L2/3,L5
1840,864691135591041291,864691136275031565,572,2091,4707,0.026794455290140986,L2/3,L5
1841,864691135684358583,864691136275031565,27436,8632,4707,0.013313344471745052,L2/3,L5
1844,864691134884807418,864691136275031565,12840,8075,4707,-0.02412859282604598,L2/3,L5
1846,864691135440543560,864691136275031565,3880,4543,4707,0.021009554616923953,L2/3,L5
1885,864691135591041291,864691135777423456,2356,2091,1623,-0.026016875482782767,L2/3,L5
1886,864691135614771147,864691135777423456,988,4673,1623,-0.042301381697568974,L2/3,L5
1887,864691135591041291,864691135385884501,176,2091,7021,0.2530603051465558,L2/3,L5
1889,864691135749181225,864691135385884501,18496,3132,7021,0.202543935857207,L2/3,L5
1890,864691135614771147,864691135385884501,832,4673,7021,0.23781667341470897,L2/3,L5
1892,864691135516981203,864691135385884501,1416,11274,7021,0.20893872970400104,L2/3,L5
1893,864691135334986985,864691135385884501,48616,2084,7021,0.20299931586684725,L2/3,L5
1894,864691135387675521,864691135385884501,40808,2079,7021,0.24969549804642915,L2/3,L5
1895,864691135133615264,864691135385884501,7688,5607,7021,0.2702585584188101,L2/3,L5
1897,864691135594123307,864691135385884501,11776,8573,7021,-0.04473274745213227,L2/3,L5
1898,864691135565660247,864691135385884501,4868,8585,7021,0.2137316366437537,L2/3,L5
1899,864691135992618689,864691135385884501,43252,388,7021,0.17035367602402018,L2/3,L5
1943,864691135591041291,864691135279189409,900,2091,1594,-0.1124885038990067,L2/3,L5
1944,864691135591041291,864691135498558995,2236,2091,3665,0.1372034225356827,L2/3,L5
1955,864691135591041291,864691135976518467,576,2091,9550,0.18924458832035182,L2/3,L5
1956,864691135782702387,864691135976518467,18936,497,9550,0.030498379461191865,L2/3,L5
1957,864691136309871706,864691135976518467,8276,2232,9550,0.051998238376061316,L2/3,L5
1958,864691136084747372,864691135976518467,5576,7291,9550,0.22976292198403897,L2/3,L5
1968,864691135591041291,864691135491333991,7512,2091,6977,0.14939152632522354,L2/3,L5
1969,864691134941194851,864691135491333991,48680,8762,6977,0.14944283286369647,L2/3,L5
1970,864691135497743635,864691135491333991,3268,3625,6977,0.10988827836559864,L2/3,L5
1971,864691136273494206,864691135491333991,4256,7129,6977,0.0558918246267066,L2/3,L5
1972,864691135591041291,864691135808249373,18056,2091,914,0.11781591048189118,L2/3,L5
1973,864691135501703746,864691135808249373,2620,7957,914,0.09118730969131371,L2/3,L5
1974,864691135416233914,864691135808249373,6052,5308,914,0.01861142672106245,L2/3,L5
1976,864691135940847270,864691135808249373,18544,8212,914,0.10643034195342797,L2/3,L5
2048,864691135582733933,864691135866737541,1924,3567,7824,0.09477516241155702,L2/3,L5
2050,864691136923990500,864691135866737541,5356,372,7824,-0.16722292047958612,L2/3,L5
2053,864691135749181225,864691135866737541,12540,3132,7824,0.47353976850495777,L2/3,L5
2056,864691135816565839,864691135866737541,1456,447,7824,-0.2875378135772021,L2/3,L5
2058,864691135100604448,864691135866737541,8132,11258,7824,-0.10819904968341205,L2/3,L5
2059,864691135701034107,864691135866737541,16044,410,7824,0.07834579749882373,L2/3,L5
2060,864691135386455381,864691135866737541,16384,4223,7824,-0.016478895656308272,L2/3,L5
2061,864691136092174260,864691135866737541,5164,232,7824,-0.02337603822653664,L2/3,L5
2062,864691135976202563,864691135866737541,43908,5567,7824,-0.016460041346017897,L2/3,L5
2064,864691135565275479,864691135866737541,3532,1146,7824,0.054405233715807154,L2/3,L5
2065,864691135407825609,864691135866737541,1148,4421,7824,0.0710859598604484,L2/3,L5
2066,864691135213650232,864691135866737541,45548,4054,7824,-0.0762426324935279,L2/3,L5
2067,864691135511563472,864691135866737541,700,7333,7824,0.348544260695033,L2/3,L5
2068,864691136953057759,864691135866737541,2624,12006,7824,0.08826816053016343,L2/3,L5
2069,864691136106122969,864691135866737541,6848,8895,7824,0.17009372130224715,L2/3,L5
2071,864691135397503777,864691135866737541,2924,5154,7824,0.033849506457020236,L2/3,L5
2072,864691135591018763,864691135866737541,772,353,7824,0.09859552573017386,L2/3,L5
2073,864691135066182980,864691135866737541,5196,4554,7824,-0.09397941310029717,L2/3,L5
2076,864691135884521840,864691135866737541,105680,10931,7824,-0.010473980527860438,L2/3,L5
2077,864691136926540362,864691135866737541,29472,3440,7824,0.4993992429926282,L2/3,L5
2078,864691135855890478,864691135866737541,5588,1175,7824,-0.12938362644778567,L2/3,L5
2083,864691136032840123,864691135866737541,22988,11114,7824,0.48391750118992216,L2/3,L5
2086,864691135749133097,864691135866737541,6028,11478,7824,-0.07049781120515795,L2/3,L5
2089,864691136210333628,864691135866737541,4564,6424,7824,0.1100089374428142,L2/3,L5
2383,864691135582733933,864691135059141531,416,3567,3788,0.23807159904666947,L2/3,L5
2536,864691136923990500,864691136124700966,1480,372,7770,0.17201874508720344,L2/3,L5
2540,864691135859753832,864691136124700966,2196,6216,7770,0.06148228900498083,L2/3,L5
2542,864691136923990500,864691136273625278,2324,372,7778,0.015728109952990343,L2/3,L5
2544,864691135614771147,864691136273625278,2792,4673,7778,0.12076336929760582,L2/3,L5
2545,864691135816565839,864691136273625278,2696,447,7778,-0.06671581589577155,L2/3,L5
2547,864691134941194851,864691136273625278,2156,8762,7778,0.007879504703744345,L2/3,L5
2548,864691135508871945,864691136273625278,3000,1982,7778,-0.033388130371017836,L2/3,L5
2549,864691135724453547,864691136273625278,6596,110,7778,-0.09590517909565525,L2/3,L5
2551,864691136953057759,864691136273625278,204,12006,7778,0.08437111641462866,L2/3,L5
2552,864691135397503777,864691136273625278,7012,5154,7778,-0.08970350377539806,L2/3,L5
2557,864691135013978774,864691136273625278,3564,11791,7778,-0.06069742260891993,L2/3,L5
2559,864691135469422674,864691136273625278,3564,6391,7778,0.22340921968582697,L2/3,L5
2560,864691135762864182,864691136273625278,23412,222,7778,0.05649265282128089,L2/3,L5
2563,864691136210333628,864691136273625278,26992,6424,7778,-0.11693100276374663,L2/3,L5
2564,864691136812081779,864691136273625278,2772,7111,7778,-0.22974774565028355,L2/3,L5
2566,864691135338381030,864691136124381734,1952,7267,6028,0.14728314767680956,L2/3,L5
2567,864691135916149862,864691136124381734,7416,235,6028,0.1127623002343472,L2/3,L5
2568,864691135156674148,864691136124381734,4688,10949,6028,0.03019757997592766,L2/3,L5
2569,864691135919483824,864691136124381734,21160,3472,6028,0.06370539032970833,L2/3,L5
2570,864691134941194851,864691136124381734,37540,8762,6028,0.1551549764493516,L2/3,L5
2571,864691136040443134,864691136124381734,2812,234,6028,0.25600890148018357,L2/3,L5
2572,864691135874611854,864691136124381734,25536,8772,6028,-0.16357363895430715,L2/3,L5
2573,864691135582259309,864691136124381734,26700,11269,6028,0.18954174910408886,L2/3,L5
2574,864691136371364744,864691136124381734,388,4208,6028,-0.08628361132639607,L2/3,L5
2576,864691135349437655,864691136124381734,4976,11117,6028,0.006403556472516345,L2/3,L5
2577,864691134948433660,864691136124381734,8520,6159,6028,0.11518662904813108,L2/3,L5
2578,864691135213709624,864691136124381734,6592,12064,6028,0.1999585635519784,L2/3,L5
2580,864691135383875051,864691136124381734,5580,11102,6028,0.3103397993335302,L2/3,L5
2581,864691136056902616,864691136124381734,2196,221,6028,0.060210448518949425,L2/3,L5
2592,864691135387710593,864691136926133322,10680,2389,888,0.26947800172085645,L2/3,L5
2593,864691136388893815,864691136926133322,6012,11479,888,0.2596939623704366,L2/3,L5
2594,864691136209328060,864691136926133322,14404,5517,888,-0.022496016408415625,L2/3,L5
2595,864691135273490193,864691136926133322,3108,2594,888,0.17975443324441456,L2/3,L5
2596,864691135100604448,864691136926133322,2132,11258,888,0.1999854632955182,L2/3,L5
2597,864691135582673005,864691136926133322,15352,465,888,0.3575053389025499,L2/3,L5
2598,864691135473091634,864691136926133322,17144,11597,888,0.13680391117822288,L2/3,L5
2603,864691135213650232,864691136926133322,11508,4054,888,0.10251820329319494,L2/3,L5
2605,864691135565660247,864691136926133322,2708,8585,888,0.16973292530164735,L2/3,L5
2608,864691135684657079,864691136926133322,3844,8179,888,0.02846320882566999,L2/3,L5
2610,864691135082846711,864691136484016428,1700,4420,985,0.028747537586266192,L2/3,L5
2611,864691135275253989,864691136484016428,10424,3189,985,-0.03936816171768444,L2/3,L5
2612,864691135867716374,864691136484016428,32956,5151,985,0.32727165331776614,L2/3,L5
2614,864691136388893815,864691136484016428,76164,11479,985,0.11100784603675362,L2/3,L5
2615,864691136101005173,864691136484016428,5304,3121,985,0.28718900789567514,L2/3,L5
2616,864691135782702387,864691136484016428,7728,497,985,-0.17397324561265898,L2/3,L5
2617,864691135919483824,864691136484016428,6092,3472,985,0.012300295894478227,L2/3,L5
2618,864691135386455381,864691136484016428,10932,4223,985,0.01383820051245775,L2/3,L5
2619,864691134941194851,864691136484016428,308136,8762,985,0.13546326656400284,L2/3,L5
2620,864691135473091634,864691136484016428,4624,11597,985,-0.039970722976020806,L2/3,L5
2621,864691135135756569,864691136484016428,39104,2406,985,0.0387823358333839,L2/3,L5
2622,864691135334986985,864691136484016428,10004,2084,985,0.10686789881138577,L2/3,L5
2623,864691136040443134,864691136484016428,26168,234,985,0.3412706380126144,L2/3,L5
2624,864691135491711975,864691136484016428,196,440,985,0.038373842725924985,L2/3,L5
2625,864691136287598787,864691136484016428,7464,2501,985,0.17571155636037133,L2/3,L5
2626,864691135213650232,864691136484016428,85856,4054,985,0.2591042154656649,L2/3,L5
2627,864691135594123307,864691136484016428,14564,8573,985,-0.21772136628004574,L2/3,L5
2628,864691136009620908,864691136484016428,3856,4431,985,-0.02775071325896091,L2/3,L5
2629,864691135926952148,864691136484016428,17876,224,985,-0.15718380647008384,L2/3,L5
2630,864691135495429264,864691136484016428,16544,3139,985,0.5339566492054725,L2/3,L5
2631,864691135066182980,864691136484016428,17216,4554,985,0.2767973724502683,L2/3,L5
2632,864691135856845358,864691136484016428,6152,8718,985,0.23936635418303662,L2/3,L5
2633,864691135661016816,864691136484016428,3564,11853,985,0.2198051017933371,L2/3,L5
2634,864691135938349828,864691136484016428,12588,5160,985,0.33692875337498907,L2/3,L5
2638,864691135491204327,864691136484016428,8280,4266,985,0.33000997031873464,L2/3,L5
2639,864691135687917280,864691136484016428,10388,8595,985,-0.050767802959494124,L2/3,L5
2642,864691136209328060,864691135367970809,35560,5517,7014,0.08673223113034438,L2/3,L5
2643,864691135816565839,864691135367970809,11732,447,7014,0.23417851811235463,L2/3,L5
2644,864691135491208679,864691135367970809,4016,1078,7014,0.3684289118284804,L2/3,L5
2645,864691136117180068,864691135367970809,6192,10796,7014,0.2957650892278256,L2/3,L5
2647,864691136287598787,864691135367970809,8416,2501,7014,0.04525128542218055,L2/3,L5
2648,864691136990522517,864691135367970809,260,8726,7014,-0.14790588505463445,L2/3,L5
2650,864691136106122969,864691135367970809,26080,8895,7014,-0.09098110479494886,L2/3,L5
2651,864691135502623157,864691135367970809,48056,233,7014,-0.04696538374331624,L2/3,L5
2652,864691135953041955,864691135367970809,31436,8062,7014,0.08409492908258454,L2/3,L5
2653,864691135013978774,864691135367970809,9980,11791,7014,-0.15020909091442233,L2/3,L5
2654,864691135469422674,864691135367970809,42664,6391,7014,0.06584691036950688,L2/3,L5
2655,864691136334904499,864691135367970809,41524,1507,7014,-0.008908214249316957,L2/3,L5
2656,864691135938349828,864691135367970809,19852,5160,7014,-0.010666317837625928,L2/3,L5
2659,864691136209328060,864691136487546642,1196,5517,8444,-0.11678364733018866,L2/3,L5
2661,864691135122469671,864691136487546642,4960,2194,8444,-0.024718315148370282,L2/3,L5
2666,864691135919485872,864691135273242385,1812,10805,7793,0.1834477053854417,L2/3,L5
2668,864691136287598787,864691135273242385,22200,2501,7793,0.16737129651326593,L2/3,L5
2669,864691135416233914,864691135273242385,21280,5308,7793,0.10829257025688949,L2/3,L5
2670,864691135213709624,864691135273242385,2112,12064,7793,0.17121682014062073,L2/3,L5
2673,864691136118618136,864691135273242385,15460,8177,7793,0.184669489818217,L2/3,L5
2674,864691135938155573,864691135273242385,1836,4094,7793,0.05456864461184201,L2/3,L5
2677,864691135100604448,864691137054388086,1436,11258,2710,0.26577873858443124,L2/3,L5
2678,864691135754259661,864691137054388086,8232,12008,2710,0.08770507607754036,L2/3,L5
2680,864691135066182980,864691137054388086,31848,4554,2710,0.13515544773772417,L2/3,L5
2681,864691135568970220,864691137054388086,1052,6242,2710,0.1477789141187052,L2/3,L5
2684,864691135782992179,864691137054388086,9052,11798,2710,0.12904973956749843,L2/3,L5
2687,864691135614771147,864691135910666921,52256,4673,9485,0.26159715517926985,L2/3,L5
2688,864691135701034107,864691135910666921,9096,410,9485,0.012484012796878875,L2/3,L5
2693,864691135701034107,864691136595027362,7540,410,8435,0.10527267640034221,L2/3,L5
2698,864691135692949951,864691135323869852,38984,7295,6079,0.4174563009961574,L2/3,L5
2699,864691135684657079,864691135323869852,9288,8179,6079,0.31748843311282,L2/3,L5
2706,864691136953057759,864691135919239856,3180,12006,8430,0.13193418917614588,L2/3,L5
2708,864691135940847270,864691135919239856,42188,8212,8430,0.42295569520547344,L2/3,L5
2709,864691135455123562,864691135919239856,752,292,8430,-0.06664970673400206,L2/3,L5
2712,864691135759091534,864691135545440808,3424,329,9449,-0.035002277992929945,L2/3,L5
2713,864691136990522517,864691135545440808,4352,8726,9449,-0.1161222405627328,L2/3,L5
2714,864691135975539779,864691135545440808,9920,7986,9449,-0.06039121742191309,L2/3,L5
2715,864691136812081779,864691135545440808,6040,7111,9449,0.24825559123436663,L2/3,L5
2716,864691136309871706,864691135545440808,2656,2232,9449,0.3621538526468279,L2/3,L5
2717,864691135359010904,864691135545440808,7688,483,9449,0.08268061749022526,L2/3,L5
2721,864691135497743635,864691135848430686,1352,3625,7813,0.08740361444379696,L2/3,L5
2723,864691135782702387,864691136110004664,3420,497,7759,0.3217542431702906,L2/3,L5
2725,864691135701034107,864691136110004664,7344,410,7759,-0.02408455173014608,L2/3,L5
2726,864691136602371025,864691136110004664,11148,7294,7759,-0.1734346595217929,L2/3,L5
2729,864691135700475426,864691136110004664,6800,4231,7759,0.19248797027383996,L2/3,L5
2731,864691135292991414,864691135858686568,8340,4056,852,0.17603828697899446,L2/3,L5
2732,864691136118618136,864691135858686568,13744,8177,852,0.16832013086187034,L2/3,L5
2734,864691135279318689,864691135858686568,14472,10981,852,0.009668574026481021,L2/3,L5
2735,864691135113792921,864691135858686568,6952,286,852,0.19293697863765208,L2/3,L5
2737,864691135759091534,864691135693751231,13116,329,8441,0.21709963671465438,L2/3,L5
2739,864691135661016816,864691135693751231,2564,11853,8441,0.11926405339930826,L2/3,L5
2740,864691136118618136,864691135693751231,13444,8177,8441,0.33968501301560095,L2/3,L5
2741,864691135692949951,864691135693751231,54340,7295,8441,0.1275227753984527,L2/3,L5
2743,864691136118618392,864691136904294834,21284,3082,5043,0.1463825320052775,L2/3,L5
2746,864691136100511093,864691135718955569,34720,6148,9498,0.07711127986078706,L2/3,L5
2747,864691136334904499,864691135718955569,5328,1507,9498,-0.010871297036815048,L2/3,L5
2748,864691135272898833,864691135718955569,3108,3153,9498,0.037500086060011234,L2/3,L5
2750,864691135848095070,864691135718955569,2484,11587,9498,-0.010984143324334866,L2/3,L5
2752,864691136118618392,864691135718955569,6608,3082,9498,-0.04207814281742818,L2/3,L5
2760,864691136136778621,864691136329481962,31408,1007,874,0.37911750629037044,L2/3,L5
2762,864691135568970220,864691136329481962,2520,6242,874,-0.1257035366931577,L2/3,L5
2763,864691135953041955,864691136329481962,2036,8062,874,0.1907837778910148,L2/3,L5
2765,864691136227484753,864691136329481962,1540,4279,874,0.2416364768439682,L2/3,L5
2770,864691136101005173,864691135270600869,15624,3121,6038,0.3996265591837463,L2/3,L5
2771,864691135572327205,864691135270600869,3916,4228,6038,0.08860663127658965,L2/3,L5
2772,864691135066182980,864691135270600869,51432,4554,6038,0.04159607642448849,L2/3,L5
2773,864691135123429927,864691135270600869,21580,9045,6038,-0.14624280138242787,L2/3,L5
2775,864691135855890478,864691135270600869,7016,1175,6038,0.17944829770160833,L2/3,L5
2776,864691136329957098,864691135270600869,3992,4064,6038,0.34575725295645593,L2/3,L5
2777,864691135687917280,864691135270600869,3480,8595,6038,0.3118337086611652,L2/3,L5
2778,864691136176327430,864691135270600869,30248,467,6038,0.37128031064290357,L2/3,L5
2781,864691135387710593,864691135059524251,3476,2389,1709,-0.07817483638410568,L2/3,L5
2783,864691135582673005,864691135059524251,248,465,1709,-0.17232027594867638,L2/3,L5
2785,864691135992679105,864691135059524251,7520,2390,1709,0.07689884169105475,L2/3,L5
2786,864691135473091634,864691135059524251,3148,11597,1709,-0.12453445458692225,L2/3,L5
2787,864691136040443134,864691135059524251,32076,234,1709,0.16528552672258456,L2/3,L5
2788,864691135396980769,864691135059524251,5256,429,1709,0.0714907370345064,L2/3,L5
2789,864691136066733720,864691135059524251,18028,25,1709,0.09029802187946347,L2/3,L5
2793,864691136926540362,864691135059524251,9296,3440,1709,0.42137739314559375,L2/3,L5
2799,864691136923990500,864691136024813113,9748,372,7095,-0.08016729345332929,L2/3,L5
2811,864691135701034107,864691134885743354,4644,410,954,0.018925900442461716,L2/3,L5
2812,864691134941194851,864691134885743354,2180,8762,954,0.04829294563930211,L2/3,L5
2814,864691135568970220,864691134885743354,13736,6242,954,0.10334957321776281,L2/3,L5
2824,864691135469422674,864691136024833593,3864,6391,883,-0.22017584792921877,L2/3,L5
2825,864691136813000051,864691136024833593,15132,11211,883,0.05262225547051893,L2/3,L5
2833,864691135701034107,864691135565694743,19112,410,1724,0.013769867116874057,L2/3,L5
2835,864691136066069400,864691135565694743,41532,1013,1724,0.22245589289688386,L2/3,L5
2847,864691135292991414,864691135683816178,2612,4056,7004,0.15069446240077267,L2/3,L5
2848,864691135397503777,864691135683816178,1280,5154,7004,0.3392142113806582,L2/3,L5
2849,864691135568970220,864691135683816178,7104,6242,7004,0.28869498551474715,L2/3,L5
2850,864691135953041955,864691135683816178,668,8062,7004,0.17926844982621518,L2/3,L5
2851,864691135491204327,864691135683816178,2940,4266,7004,0.17582609398777543,L2/3,L5
2852,864691135940847270,864691135683816178,32144,8212,7004,0.31658916035529994,L2/3,L5
2864,864691135082846711,864691135292823222,10340,4420,7814,-0.02374999525025201,L2/3,L5
2865,864691134941194851,864691135292823222,22944,8762,7814,0.19307348551400297,L2/3,L5
2867,864691135953985800,864691135292823222,916,333,7814,0.041066145490175024,L2/3,L5
2881,864691135701034107,864691136274761229,10704,410,1608,-0.004324668679145667,L2/3,L5
2893,864691136309871706,864691136724450045,14704,2232,864,0.10001736689150141,L2/3,L5
2894,864691135360730183,864691136724450045,12864,4193,864,0.06658475929436854,L2/3,L5
2896,864691135759091534,864691135105075789,24036,329,7031,0.09446440373025825,L2/3,L5
2897,864691135816565839,864691135105075789,14232,447,7031,0.11904464567275365,L2/3,L5
2898,864691136602371025,864691135105075789,19548,7294,7031,-0.063051727021799,L2/3,L5
2899,864691135992679105,864691135105075789,2328,2390,7031,-0.03887704562682845,L2/3,L5
2900,864691135473091634,864691135105075789,48556,11597,7031,0.01620824311852286,L2/3,L5
2901,864691135397503777,864691135105075789,6756,5154,7031,0.11448504460588947,L2/3,L5
2902,864691135953041955,864691135105075789,2596,8062,7031,0.015041672553566764,L2/3,L5
2916,864691136812081779,864691135472913970,4144,7111,925,-0.097357961322907,L2/3,L5
2917,864691136084684396,864691135472913970,24628,437,925,0.36210586603419326,L2/3,L5
3336,864691135591291659,864691135428891440,7504,2557,3548,0.035436604613897006,L2/3,L5
3339,864691135591018763,864691135428891440,7624,353,3548,0.12526058343499752,L2/3,L5
3341,864691135889739145,864691135428891440,6728,7279,3548,0.11944342745453436,L2/3,L5
3503,864691135591291659,864691135591182091,28832,2557,7675,0.08537148451754625,L2/3,L5
3570,864691135591291659,864691135918889136,4908,2557,1634,-0.2352083297610369,L2/3,L5
3571,864691135397503777,864691135918889136,4968,5154,1634,-0.09957044738517762,L2/3,L5
3723,864691135582259309,864691135518485642,23940,11269,4902,0.12592262221289136,L2/3,L5
3725,864691135661016816,864691135518485642,4112,11853,4902,0.11305232999519979,L2/3,L5
3729,864691135182412802,864691135942412404,10608,7239,2791,-0.059914376472260764,L2/3,L5
3732,864691135777730656,864691135942412404,4060,12025,2791,0.2606251834212219,L2/3,L5
3752,864691136209328060,864691136195069772,10800,5517,3936,0.04952012764194701,L2/3,L5
3754,864691136228145489,864691135866455173,8488,11827,6098,0.12201591806700066,L2/3,L5
3755,864691136287598787,864691135866455173,4644,2501,6098,0.04913506902826951,L2/3,L5
3756,864691136371775624,864691135866455173,14176,11627,6098,0.15116029896370095,L2/3,L5
3757,864691135582259309,864691135866455173,2668,11269,6098,0.08995365048885134,L2/3,L5
3758,864691135867704342,864691135866455173,12660,11113,6098,0.06345014065566001,L2/3,L5
3761,864691136812081779,864691135866455173,12248,7111,6098,-0.004937312046121157,L2/3,L5
3774,864691135473091634,864691135716025370,9004,11597,3699,0.09582338282170165,L2/3,L5
3775,864691135469422674,864691135716025370,9896,6391,3699,0.18074210880112515,L2/3,L5
3852,864691135855890478,864691135404647918,33920,1175,3700,0.13275982089092825,L2/3,L5
3882,864691135594536235,864691136329394666,17360,7961,1700,-0.0662403390109311,L2/3,L5
4026,864691136923990500,864691135969786981,8236,372,1712,-0.19226482824452623,L2/3,L5
4148,864691135926952148,864691135715713562,25732,224,7833,0.29875471555087524,L2/3,L5
4150,864691135755884754,864691136419528855,4172,5503,1733,0.04993072448838451,L2/3,L5
4151,864691135387710593,864691136419528855,22012,2389,1733,0.17617337743627742,L2/3,L5
4154,864691135614771147,864691136419528855,8132,4673,1733,0.16338691415876813,L2/3,L5
4155,864691135910761897,864691136419528855,1552,7249,1733,0.2236791211494316,L2/3,L5
4157,864691136990522517,864691136419528855,1016,8726,1733,0.1107885761358913,L2/3,L5
4159,864691136100511093,864691136419528855,35904,6148,1733,-0.007287762281249174,L2/3,L5
4162,864691135645645039,864691136419528855,8652,24,1733,0.17409480528434962,L2/3,L5
4166,864691135782992179,864691136419528855,6908,11798,1733,-0.026841817840447247,L2/3,L5
4168,864691135491167207,864691136419528855,18580,7980,1733,0.12069434371273689,L2/3,L5
4171,864691136309871706,864691136419528855,3504,2232,1733,0.14483180262781772,L2/3,L5
4201,864691135755884754,864691136371715976,5936,5503,9520,0.1069277800711597,L2/3,L5
4202,864691135385894741,864691136371715976,3452,7928,9520,0.04011239717833972,L2/3,L5
4203,864691135838305171,864691136371715976,21048,11261,9520,0.06207958846928199,L2/3,L5
4205,864691135919485872,864691136371715976,8428,10805,9520,0.2622077297452102,L2/3,L5
4206,864691135614771147,864691136371715976,60492,4673,9520,0.08953233461921617,L2/3,L5
4207,864691135954499336,864691136371715976,2244,1119,9520,0.018023580822365985,L2/3,L5
4208,864691136209328060,864691136371715976,85840,5517,9520,0.16087837071884137,L2/3,L5
4209,864691135816565839,864691136371715976,12976,447,9520,0.045632710208066085,L2/3,L5
4210,864691135273490193,864691136371715976,18028,2594,9520,0.2143856730608573,L2/3,L5
4211,864691135782702387,864691136371715976,10896,497,9520,0.06023381665784066,L2/3,L5
4212,864691135701034107,864691136371715976,2360,410,9520,0.05788458803108852,L2/3,L5
4213,864691136108938168,864691136371715976,20928,411,9520,-0.0360504672962214,L2/3,L5
4214,864691135856895534,864691136371715976,200,6567,9520,0.09188579042252214,L2/3,L5
4216,864691135396980769,864691136371715976,5836,429,9520,0.09981000265195816,L2/3,L5
4217,864691135182405378,864691136371715976,8992,7241,9520,0.1337228122463133,L2/3,L5
4218,864691135697156762,864691136371715976,11568,11570,9520,-0.024008628870441976,L2/3,L5
4220,864691136100511093,864691136371715976,1896,6148,9520,0.173849785775469,L2/3,L5
4221,864691136371775624,864691136371715976,8632,11627,9520,0.2706304836493541,L2/3,L5
4223,864691135926952148,864691136371715976,50940,224,9520,0.06885702099941189,L2/3,L5
4225,864691135696546970,864691136371715976,1084,68,9520,0.1364271041856775,L2/3,L5
4226,864691135884521840,864691136371715976,10704,10931,9520,0.20980796012376907,L2/3,L5
4227,864691135855890478,864691136371715976,6336,1175,9520,0.03766653811135097,L2/3,L5
4229,864691135497743635,864691136371715976,21832,3625,9520,0.029354059207675413,L2/3,L5
4230,864691136032840123,864691136371715976,26500,11114,9520,0.11811870879168862,L2/3,L5
4231,864691135749133097,864691136371715976,33564,11478,9520,0.02059608368519672,L2/3,L5
4232,864691135777730656,864691136371715976,11528,12025,9520,0.1416858703168722,L2/3,L5
4422,864691135759091534,864691135940635302,19332,329,1815,-0.05328300699486954,L2/3,L5
4425,864691136990504853,864691135940635302,13512,3047,1815,0.36805967334244016,L2/3,L5
4428,864691135759091534,864691136912866289,4284,329,9519,0.14039997065875903,L2/3,L5
4429,864691136602371025,864691136912866289,10256,7294,9519,0.24792481922071472,L2/3,L5
4430,864691135926952148,864691136912866289,9340,224,9519,0.1532493599404649,L2/3,L5
4436,864691135759091534,864691135808054301,15248,329,901,0.4479857196799841,L2/3,L5
4437,864691135614771147,864691135808054301,1232,4673,901,0.18398153322589175,L2/3,L5
4438,864691135782702387,864691135808054301,26732,497,901,-0.02411211893311554,L2/3,L5
4439,864691135926952148,864691135808054301,21436,224,901,-0.16002227124362842,L2/3,L5
4440,864691136084747372,864691135808054301,13720,7291,901,0.5055313359992615,L2/3,L5
4441,864691135341198789,864691135808054301,4860,5288,901,0.08277665926232548,L2/3,L5
4442,864691135455123562,864691135808054301,5004,292,901,-0.07775926061958965,L2/3,L5
4443,864691136118618392,864691135808054301,4028,3082,901,-0.07502311434734835,L2/3,L5
4444,864691135856335406,864691135808054301,29688,96,901,0.3627925866002649,L2/3,L5
4445,864691135759091534,864691135502166594,5028,329,1762,0.17377966972605066,L2/3,L5
4446,864691135816565839,864691135502166594,18008,447,1762,0.12617348622833316,L2/3,L5
4449,864691135759091534,864691135582770541,3720,329,4812,0.06124156918392677,L2/3,L5
4451,864691135992679105,864691135582770541,1464,2390,4812,-0.06735036096526602,L2/3,L5
4453,864691136084812140,864691135582770541,5456,5429,4812,-0.09799921013202588,L2/3,L5
4457,864691136926540362,864691135582770541,2812,3440,4812,-0.04937616843573619,L2/3,L5
4458,864691136334904499,864691135582770541,1384,1507,4812,-0.05504919906080766,L2/3,L5
4460,864691136056902616,864691135582770541,1436,221,4812,0.22792530771676225,L2/3,L5
4461,864691135759091534,864691136419115159,8516,329,9280,0.056940482696842855,L2/3,L5
4462,864691135497743635,864691136419115159,8252,3625,9280,-0.13128334926771396,L2/3,L5
4463,864691135716190490,864691136419115159,19520,8051,9280,0.04094996879793773,L2/3,L5
