,pre_pt_root_id,post_pt_root_id,sum_size,index_pre,index_post,C,cell_type_pre,cell_type_post,distance
184,864691135661016816,864691136274035469,9760,11853,9492,0.0724734915268228,L2/3,L5,332.3207210391792
185,864691136334904499,864691136274035469,1952,1507,9492,-0.09802091981241898,L2/3,L5,237.9586895240432
186,864691136274483469,864691136274035469,4656,5161,9492,-0.05495350830003447,L2/3,L5,376.572367419597
187,864691135568858604,864691136274035469,10372,11115,9492,-0.10425194208708015,L2/3,L5,333.20977272583104
188,864691136227484753,864691136274035469,19176,4279,9492,0.23270893822715638,L2/3,L5,683.7070763185066
222,864691135518453642,864691135938110980,7768,394,3745,-0.17337437896024416,L2/3,L5,631.4748611686771
249,864691135429763120,864691136134710667,17224,88,1654,-0.03478602012455201,L2/3,L5,571.4992751001527
250,864691135469422674,864691136134710667,21792,6391,1654,-0.11460016876583738,L2/3,L5,253.1694197015113
344,864691135469422674,864691135759685966,16396,6391,2759,0.21251150309637085,L2/3,L5,226.707077825109
372,864691135740237204,864691135374604488,3936,5519,1665,0.3286187730211621,L2/3,L5,201.45320766867917
373,864691135473091634,864691135374604488,4296,11597,1665,-0.018788727129199483,L2/3,L5,277.8714251160058
374,864691135568970220,864691135374604488,2076,6242,1665,0.06197107404587303,L2/3,L5,341.3547563693818
375,864691136334904499,864691135374604488,1528,1507,1665,0.07365736683169097,L2/3,L5,173.64935261612695
376,864691135855890478,864691135374604488,384,1175,1665,-0.11254391685362916,L2/3,L5,349.54296001493145
378,864691135387710593,864691135294133004,14024,2389,2763,0.1390533417368145,L2/3,L5,154.09113812286554
379,864691135273490193,864691135294133004,14708,2594,2763,0.018456544144772574,L2/3,L5,156.6313495057742
381,864691135387675521,864691135294133004,21676,2079,2763,0.13639427139723342,L2/3,L5,287.7913630948643
397,864691135429763120,864691136227488593,14932,88,3736,0.11571020499368345,L2/3,L5,622.1260775116245
399,864691135940847270,864691136227488593,5876,8212,3736,0.43939900817553984,L2/3,L5,506.05850602474806
401,864691135397503777,864691135501771330,664,5154,7758,0.18007302151106444,L2/3,L5,443.1408182869188
