,pre_pt_root_id,post_pt_root_id,sum_size,index_pre,index_post,C,cell_type_pre,cell_type_post,distance
2563,864691136210333628,864691136273625278,26992,6424,7778,-0.11693100276374663,L3c,L5ET,263.6606303565248
2569,864691135919483824,864691136124381734,21160,3472,6028,0.06370539032970833,L3b,L5ET,246.51947025742209
2570,864691134941194851,864691136124381734,37540,8762,6028,0.1551549764493516,L3b,L5ET,304.1250542786635
2572,864691135874611854,864691136124381734,25536,8772,6028,-0.16357363895430715,L3b,L5ET,304.92423473381064
2573,864691135582259309,864691136124381734,26700,11269,6028,0.18954174910408886,L3a,L5ET,361.3273605804022
2575,864691136066689688,864691136124381734,10172,9542,6028,0.013048889882954322,L5ET,L5ET,42.849496613145945
2577,864691134948433660,864691136124381734,8520,6159,6028,0.11518662904813108,L2a,L5ET,414.71664196171344
2583,864691136953057759,864691135755590354,11772,12006,1949,0.18967151771588833,L3b,L6a,376.32943057911376
2584,864691135256861871,864691135755590354,15676,1677,1949,0.10732505878793357,L6a,L6a,153.4790223581061
2586,864691135256861871,864691136974154780,10492,1677,5062,0.41641137495989017,L6a,L6a,117.67778461544899
2589,864691135256861871,864691135488734266,9852,1677,1860,0.1676302429613488,L6a,L6CT,236.35062225431102
2590,864691135233242713,864691135488734266,8524,5725,1860,-0.028023858157967544,L5ET,L6CT,556.5768459143804
2591,864691135584074360,864691136926133322,28816,6027,888,0.23797861477681387,L5NP,L5ET,179.15423701380894
2592,864691135387710593,864691136926133322,10680,2389,888,0.26947800172085645,L3c,L5ET,231.51519124238914
2594,864691136209328060,864691136926133322,14404,5517,888,-0.022496016408415625,L3c,L5ET,254.20602667914855
2597,864691135582673005,864691136926133322,15352,465,888,0.3575053389025499,L3b,L5ET,296.02995913251755
2598,864691135473091634,864691136926133322,17144,11597,888,0.13680391117822288,L3b,L5ET,341.39213197729094
2600,864691135014167446,864691136926133322,36132,10481,888,0.11838692766362956,L4b,L5ET,195.34838163650085
2601,864691136674054791,864691136926133322,50344,1343,888,0.13358370356339927,L4a,L5ET,215.20980691409022
2602,864691135719651633,864691136926133322,21424,5804,888,0.24191721091145338,L4c,L5ET,166.00507307910803
2603,864691135213650232,864691136926133322,11508,4054,888,0.10251820329319494,L2a,L5ET,382.75357185531266
2604,864691136066664088,864691136926133322,26448,3399,888,0.10633069152599804,L4a,L5ET,259.5695510031945
2611,864691135275253989,864691136484016428,10424,3189,985,-0.03936816171768444,L2a,L5a,354.45183196592455
2612,864691135867716374,864691136484016428,32956,5151,985,0.32727165331776614,L2a,L5a,383.8899018833394
2613,864691135874675854,864691136484016428,23492,1475,985,0.1579636328205473,L4a,L5a,198.82086087732344
2614,864691136388893815,864691136484016428,76164,11479,985,0.11100784603675362,L3a,L5a,320.82191446346053
2618,864691135386455381,864691136484016428,10932,4223,985,0.01383820051245775,L2a,L5a,374.1459052294973
2619,864691134941194851,864691136484016428,308136,8762,985,0.13546326656400284,L3b,L5a,281.19694473446896
2621,864691135135756569,864691136484016428,39104,2406,985,0.0387823358333839,L3c,L5a,219.61357539095795
2622,864691135334986985,864691136484016428,10004,2084,985,0.10686789881138577,L3a,L5a,349.29440419222294
2623,864691136040443134,864691136484016428,26168,234,985,0.3412706380126144,L3c,L5a,272.3342604961777
2626,864691135213650232,864691136484016428,85856,4054,985,0.2591042154656649,L2a,L5a,370.70714669129325
2627,864691135594123307,864691136484016428,14564,8573,985,-0.21772136628004574,L3a,L5a,295.6801056276867
2629,864691135926952148,864691136484016428,17876,224,985,-0.15718380647008384,L3c,L5a,283.5389032073024
2630,864691135495429264,864691136484016428,16544,3139,985,0.5339566492054725,L2a,L5a,370.6268058087542
2631,864691135066182980,864691136484016428,17216,4554,985,0.2767973724502683,L3c,L5a,233.48322903369308
2634,864691135938349828,864691136484016428,12588,5160,985,0.33692875337498907,L2a,L5a,384.22898272774785
2635,864691135851839687,864691136484016428,17688,5888,985,0.04328820978676946,L4c,L5a,132.8557531159265
2638,864691135491204327,864691136484016428,8280,4266,985,0.33000997031873464,L3b,L5a,654.4306880334999
2639,864691135687917280,864691136484016428,10388,8595,985,-0.050767802959494124,L3a,L5a,289.2461573124179
2642,864691136209328060,864691135367970809,35560,5517,7014,0.08673223113034438,L3c,L5ET,261.955192870842
2643,864691135816565839,864691135367970809,11732,447,7014,0.23417851811235463,L3b,L5ET,341.2542310008772
2646,864691135885042032,864691135367970809,19828,2549,7014,-0.13953066905831932,L4a,L5ET,225.2721322489757
2647,864691136287598787,864691135367970809,8416,2501,7014,0.04525128542218055,L3c,L5ET,232.701511675365
2649,864691135988227075,864691135367970809,15572,7527,7014,0.21184933384668755,L4a,L5ET,182.5008607102991
2650,864691136106122969,864691135367970809,26080,8895,7014,-0.09098110479494886,L3c,L5ET,288.90551734433876
2651,864691135502623157,864691135367970809,48056,233,7014,-0.04696538374331624,L3c,L5ET,298.3494430093678
2652,864691135953041955,864691135367970809,31436,8062,7014,0.08409492908258454,L3c,L5ET,614.4395128961028
2653,864691135013978774,864691135367970809,9980,11791,7014,-0.15020909091442233,L3a,L5ET,332.541080818596
2654,864691135469422674,864691135367970809,42664,6391,7014,0.06584691036950688,L3c,L5ET,279.06106021442696
2655,864691136334904499,864691135367970809,41524,1507,7014,-0.008908214249316957,L3c,L5ET,219.71880807978187
2656,864691135938349828,864691135367970809,19852,5160,7014,-0.010666317837625928,L2a,L5ET,403.19638672984155
2657,864691135182879746,864691135367970809,14836,885,7014,0.3044743216011488,L5ET,L5ET,76.73766970660496
2658,864691135584074360,864691136487546642,22304,6027,8444,-0.04910501445197023,L5NP,L5ET,196.9166223557575
2663,864691136209328060,864691136904296370,8232,5517,6065,0.28725285113634474,L3c,L6a,296.3038769911727
2667,864691136023889209,864691135273242385,16652,10490,7793,0.2467308793308125,L4a,L5ET,186.114738803782
2668,864691136287598787,864691135273242385,22200,2501,7793,0.16737129651326593,L3c,L5ET,242.22270374182517
2669,864691135416233914,864691135273242385,21280,5308,7793,0.10829257025688949,L3c,L5ET,675.6973308220182
2673,864691136118618136,864691135273242385,15460,8177,7793,0.184669489818217,L3c,L5ET,624.1989986278414
2675,864691135584074360,864691137054388086,10220,6027,2710,0.06024108047941319,L5NP,L5a,129.88277520903233
2676,864691135367058169,864691137054388086,12876,1658,2710,-0.015216851570475056,L4c,L5a,82.31206803379449
2678,864691135754259661,864691137054388086,8232,12008,2710,0.08770507607754036,L3c,L5a,210.7894342703162
2680,864691135066182980,864691137054388086,31848,4554,2710,0.13515544773772417,L3c,L5a,161.00738865033483
2684,864691135782992179,864691137054388086,9052,11798,2710,0.12904973956749843,L3b,L5a,231.30852110547073
2685,864691135374854985,864691137054388086,10856,3398,2710,0.24288786394643327,L4a,L5a,144.89096126397945
2687,864691135614771147,864691135910666921,52256,4673,9485,0.26159715517926985,L3c,L5ET,306.8794477575845
2688,864691135701034107,864691135910666921,9096,410,9485,0.012484012796878875,L3c,L5ET,306.8485407232696
2692,864691135584074360,864691136595027362,20604,6027,8435,0.14601580098085792,L5NP,L5a,182.31334432783578
