,pre_pt_root_id,post_pt_root_id,sum_size,index_pre,index_post,C,cell_type_pre,cell_type_post,distance
224,864691135591291659,864691135156839780,3196,2557,2392,0.04087529955103785,L2/3,L2/3,121.35350411092374
226,864691136136778621,864691135156839780,2792,1007,2392,-0.024080954216257267,L2/3,L2/3,553.4536946556595
263,864691135867716374,864691135582552173,3660,5151,5683,0.11122066792574388,L2/3,L2/3,180.70867658195056
264,864691136209328060,864691135582552173,23084,5517,5683,0.07007187376670153,L2/3,L2/3,146.63834259838043
265,864691136371796872,864691135582552173,736,6412,5683,0.21279471457387153,L2/3,L2/3,154.46707600003305
269,864691135697002138,864691135749306921,36616,7238,8009,-0.07142293656070005,L2/3,L2/3,170.48683533927183
270,864691134941194851,864691135749306921,9484,8762,8009,-0.07262105281900884,L2/3,L2/3,156.2399303635277
272,864691136009620908,864691135749306921,4812,4431,8009,0.08332831863016335,L2/3,L2/3,165.27584292932826
274,864691136210333628,864691135749306921,2612,6424,8009,-0.03865270389932511,L2/3,L2/3,199.73985769495278
283,864691135582733933,864691135584908664,9308,3567,4595,0.09627212852083408,L2/3,L2/3,130.74080911482844
284,864691135591291659,864691135584908664,664,2557,4595,0.2969923480690824,L2/3,L2/3,110.72816154890324
286,864691135387675521,864691135584908664,6512,2079,4595,0.16371877108132601,L2/3,L2/3,210.29902428684736
288,864691135582259309,864691135584908664,1108,11269,4595,0.14710683545101066,L2/3,L2/3,156.2561116116742
289,864691135511563472,864691135584908664,15916,7333,4595,-0.06531916026533503,L2/3,L2/3,99.8284313810449
436,864691135155894884,864691135368092665,6660,2145,5132,-0.057388622379140976,L2/3,L2/3,184.8745608892689
437,864691136923990500,864691135368092665,25888,372,5132,-0.04683188945445769,L2/3,L2/3,168.70188238428165
438,864691135954499336,864691135368092665,6656,1119,5132,-0.02693473838166736,L2/3,L2/3,118.31058921330747
440,864691135816565839,864691135368092665,2384,447,5132,0.05472317758815577,L2/3,L2/3,231.03856301492183
441,864691135473091634,864691135368092665,23772,11597,5132,0.09609123341790195,L2/3,L2/3,156.8900908534379
442,864691135749141801,864691135368092665,11012,8160,5132,0.014024962919807033,L2/3,L2/3,354.46780642535094
444,864691135848030814,864691135368092665,3004,5306,5132,-0.16265736770050782,L2/3,L2/3,471.39513243138185
445,864691135273295377,864691135368092665,7328,11105,5132,0.10825279118980281,L2/3,L2/3,107.69495557360142
446,864691136092174260,864691135368092665,6456,232,5132,-0.09821246181285519,L2/3,L2/3,180.94176389103757
447,864691135155894884,864691136051379699,3620,2145,4386,0.007832847387346676,L2/3,L2/3,235.7446744934019
448,864691135976202563,864691136051379699,4120,5567,4386,-0.010132948959245831,L2/3,L2/3,150.9123672599433
450,864691135725305515,864691136051379699,7908,247,4386,-0.07047639270586409,L2/3,L2/3,170.24384224987404
454,864691135155894884,864691135491755495,16760,2145,11107,0.15023894166943136,L2/3,L2/3,111.96528404822631
459,864691136136778621,864691135491755495,5420,1007,11107,0.13597113819676804,L2/3,L2/3,513.329118909107
461,864691135502623157,864691135491755495,47496,233,11107,0.05434920710116183,L2/3,L2/3,95.55656653522037
462,864691134948433660,864691135491755495,1272,6159,11107,0.028192988606808404,L2/3,L2/3,89.14474952570112
463,864691136066069400,864691135491755495,4432,1013,11107,0.019658464616918156,L2/3,L2/3,454.3319448332905
464,864691135155894884,864691135772313595,2912,2145,5150,-0.07179285071849875,L2/3,L2/3,103.71957886532327
466,864691135568970220,864691135772313595,2916,6242,5150,0.1086555092623272,L2/3,L2/3,58.10269749331787
467,864691135155894884,864691135213709624,7848,2145,12064,0.13682043039204217,L2/3,L2/3,91.36415402114775
468,864691135889695113,864691135213709624,10852,11126,12064,0.18305379054620613,L2/3,L2/3,58.66830694676645
469,864691135697002138,864691135213709624,3536,7238,12064,0.23635901585341623,L2/3,L2/3,47.23380213364151
470,864691135468597132,864691135213709624,56992,4055,12064,0.12061346717761197,L2/3,L2/3,79.41591618812944
471,864691135473091634,864691135213709624,15876,11597,12064,0.05069193871707177,L2/3,L2/3,36.65125067443132
473,864691136488048914,864691135213709624,3352,4161,12064,0.08692323661627996,L2/3,L2/3,91.10892996847235
474,864691136005487562,864691135213709624,6348,12038,12064,0.0074478413991811016,L2/3,L2/3,38.88818432377627
476,864691135874156430,864691135213709624,29116,7237,12064,-0.14194683617936563,L2/3,L2/3,28.625731641304743
477,864691135213650232,864691135213709624,5564,4054,12064,0.17889564274320194,L2/3,L2/3,83.8199827248849
478,864691136602387409,864691135213709624,4644,11710,12064,-0.009252994735690792,L2/3,L2/3,34.356258702018174
479,864691136084812140,864691135213709624,3072,5429,12064,0.08202132042363203,L2/3,L2/3,55.74294373281696
480,864691135988078595,864691135213709624,9276,7336,12064,0.07582190802752796,L2/3,L2/3,37.51178417510951
482,864691136488113170,864691135213709624,6056,10804,12064,-0.05695596210320478,L2/3,L2/3,63.538449713539556
527,864691135155894884,864691136210291644,7204,2145,8686,0.23631436106329495,L2/3,L2/3,83.4529267072162
528,864691135838305171,864691136210291644,2628,11261,8686,0.01705796882694841,L2/3,L2/3,87.23296881340215
529,864691135292991414,864691136210291644,26696,4056,8686,-0.022524112046581515,L2/3,L2/3,114.5125991321478
531,864691135565275479,864691136210291644,8664,1146,8686,0.04861816464977648,L2/3,L2/3,86.08787807815912
533,864691135182405378,864691136210291644,1644,7241,8686,0.2768866361594696,L2/3,L2/3,55.256662512316055
534,864691135594123307,864691136210291644,3380,8573,8686,-0.04721646291723294,L2/3,L2/3,118.21668647022717
535,864691135013978774,864691136210291644,5120,11791,8686,0.13444261410943908,L2/3,L2/3,45.33243606955171
536,864691135565660247,864691136210291644,9412,8585,8686,0.2727303016314806,L2/3,L2/3,73.37973998318606
537,864691135947212897,864691136210291644,13044,2175,8686,0.07704938242613933,L2/3,L2/3,73.04764954466363
610,864691135155894884,864691136040443134,12768,2145,234,0.1698664819439004,L2/3,L2/3,95.56469306182076
611,864691135867716374,864691136040443134,7684,5151,234,0.14963563194645926,L2/3,L2/3,125.93612196665424
612,864691135511115984,864691136040443134,288,11917,234,0.11928122853795793,L2/3,L2/3,69.25042186153092
613,864691136101005173,864691136040443134,18732,3121,234,0.20931866670198512,L2/3,L2/3,103.25828834529459
614,864691136209328060,864691136040443134,584,5517,234,-0.12418479655644196,L2/3,L2/3,66.10980828893697
615,864691135782702387,864691136040443134,5884,497,234,-0.1370512564481649,L2/3,L2/3,67.79859160779081
616,864691135273295377,864691136040443134,10172,11105,234,-0.08204893072590876,L2/3,L2/3,91.79291929119593
617,864691136595685282,864691136040443134,6700,231,234,0.12437329154726752,L2/3,L2/3,61.35103767663588
622,864691135938349828,864691136040443134,3020,5160,234,0.186472276850692,L2/3,L2/3,121.1382992781391
625,864691135155894884,864691135275257573,660,2145,6420,0.17754747789976744,L2/3,L2/3,135.90991110290673
626,864691136209328060,864691135275257573,14228,5517,6420,-0.16793711152790974,L2/3,L2/3,65.0795043619726
627,864691135429763120,864691135275257573,15620,88,6420,0.07296565104150293,L2/3,L2/3,630.0204422842166
629,864691135155894884,864691136362442466,10708,2145,58,0.18679505368895843,L2/3,L2/3,191.95761732215792
630,864691135404231406,864691136362442466,1940,3048,58,0.25224853207652326,L2/3,L2/3,172.49008968633535
631,864691136209328060,864691136362442466,3892,5517,58,-0.07524242681194829,L2/3,L2/3,176.15503353580337
632,864691135749141801,864691136362442466,7584,8160,58,-0.04634228689399189,L2/3,L2/3,386.77978156051546
633,864691135334986985,864691136362442466,17460,2084,58,0.004272085328255576,L2/3,L2/3,175.64642028803212
634,864691136040443134,864691136362442466,5676,234,58,0.025422608158377907,L2/3,L2/3,189.25717191166103
635,864691135349437655,864691136362442466,13312,11117,58,-0.23820342894389637,L2/3,L2/3,139.44213630033076
636,864691135947212897,864691136362442466,8932,2175,58,0.4055676526096257,L2/3,L2/3,176.08924282874295
722,864691135155894884,864691135684885175,12048,2145,7303,0.2636104136909663,L2/3,L2/3,57.26194631690407
723,864691135591291659,864691135684885175,13068,2557,7303,0.029745977571401773,L2/3,L2/3,125.80196856965311
725,864691135684358583,864691135684885175,2040,8632,7303,0.33185193043927086,L2/3,L2/3,74.10811431955352
727,864691135182405378,864691135684885175,4892,7241,7303,0.32468505959545657,L2/3,L2/3,78.88390456867614
728,864691136488048914,864691135684885175,10320,4161,7303,-0.03337776240489609,L2/3,L2/3,98.660782563286
770,864691135155894884,864691135491107943,26152,2145,11226,0.201343881421322,L2/3,L2/3,43.081669791223256
771,864691135755884754,864691135491107943,31832,5503,11226,0.18403488794338532,L2/3,L2/3,114.82597308971523
772,864691135338381030,864691135491107943,23200,7267,11226,0.24035016253955382,L2/3,L2/3,110.80586988061603
773,864691136228145489,864691135491107943,13108,11827,11226,0.10072949418602434,L2/3,L2/3,73.28739918976522
775,864691135468597132,864691135491107943,10016,4055,11226,0.04986217144502202,L2/3,L2/3,106.5366268660689
777,864691135701034107,864691135491107943,1576,410,11226,-0.03684815572156407,L2/3,L2/3,108.43787264604555
778,864691135473091634,864691135491107943,2228,11597,11226,-0.006175836800387673,L2/3,L2/3,106.41223418385688
779,864691135387675521,864691135491107943,2068,2079,11226,0.07440699837789443,L2/3,L2/3,66.8504145088121
780,864691135491208679,864691135491107943,6888,1078,11226,-0.014631396822150786,L2/3,L2/3,127.8596760828057
781,864691136039983614,864691135491107943,11796,11480,11226,0.11798254829584648,L2/3,L2/3,119.95106228791808
782,864691135884521840,864691135491107943,9860,10931,11226,0.00035110156862251115,L2/3,L2/3,120.48300049384555
784,864691135155894884,864691135889703817,7608,2145,6144,-0.003435774566683757,L2/3,L2/3,138.36196934128975
785,864691135582733933,864691135889703817,580,3567,6144,0.08099791057315077,L2/3,L2/3,189.97185896863778
786,864691135275253989,864691135889703817,192,3189,6144,0.2016372888347444,L2/3,L2/3,131.65931137599037
787,864691135749141801,864691135889703817,4652,8160,6144,0.12409756693225805,L2/3,L2/3,409.57569459136624
788,864691135182405378,864691135889703817,212,7241,6144,0.026073874980511526,L2/3,L2/3,110.0278678880946
790,864691135155894884,864691136379808725,15416,2145,10792,0.06262198648700239,L2/3,L2/3,140.02908954927904
791,864691135468597132,864691136379808725,31568,4055,10792,0.05416666398134037,L2/3,L2/3,136.142632264842
792,864691135273295377,864691136379808725,19628,11105,10792,-0.18531154826698212,L2/3,L2/3,56.170306176840384
793,864691135976202563,864691136379808725,3612,5567,10792,0.04783269285987097,L2/3,L2/3,179.68249205751795
795,864691136100511093,864691136379808725,28556,6148,10792,-0.07962935236956327,L2/3,L2/3,93.77137951422064
796,864691136106122969,864691136379808725,3948,8895,10792,0.1781747765386214,L2/3,L2/3,100.90770150984504
826,864691135155894884,864691135856291374,6176,2145,228,-0.08570697584764242,L2/3,L2/3,204.7323839943256
827,864691135396980769,864691135856291374,8672,429,228,-0.07954700711683312,L2/3,L2/3,183.70666862147385
829,864691135889087881,864691135856291374,3140,6422,228,-0.254141588550727,L2/3,L2/3,140.04487783564232
830,864691136371775624,864691135856291374,3376,11627,228,-0.13610700623056,L2/3,L2/3,121.20291481643501
846,864691135155894884,864691136388267639,5092,2145,4660,0.10279858276609288,L2/3,L2/3,166.008407690695
847,864691135082846711,864691136388267639,12792,4420,4660,0.06450070938669562,L2/3,L2/3,158.08504789511238
848,864691135661523184,864691136388267639,744,5435,4660,0.1516174235318765,L2/3,L2/3,145.5678496372052
849,864691135155894884,864691135938155573,348,2145,4094,0.06275075158321694,L2/3,L2/3,71.83572370346106
850,864691135591041291,864691135938155573,14888,2091,4094,0.09816140627093907,L2/3,L2/3,114.60692474715475
851,864691135404231406,864691135938155573,3452,3048,4094,-0.01697554407662927,L2/3,L2/3,66.30277653311356
853,864691135749181225,864691135938155573,6512,3132,4094,-0.10978712992742626,L2/3,L2/3,43.50410959897917
854,864691135135756569,864691135938155573,4320,2406,4094,0.31943677323910985,L2/3,L2/3,153.11807062525313
855,864691136488048914,864691135938155573,32920,4161,4094,0.08239596495046758,L2/3,L2/3,31.50160681616094
856,864691135874156430,864691135938155573,33600,7237,4094,-0.09055761059530887,L2/3,L2/3,87.21234444733152
857,864691135213650232,864691135938155573,27744,4054,4094,-0.16146292673751197,L2/3,L2/3,44.9206610815112
858,864691135926952148,864691135938155573,940,224,4094,-0.023262855002422866,L2/3,L2/3,115.16767991064151
859,864691135397503777,864691135938155573,1568,5154,4094,-0.05394844925011413,L2/3,L2/3,52.406505245055136
860,864691136330042858,864691135938155573,23588,11222,4094,0.3246167365112931,L2/3,L2/3,83.92413831550489
861,864691135884521840,864691135938155573,2592,10931,4094,0.09040622158134434,L2/3,L2/3,63.21369775610338
862,864691135855890478,864691135938155573,16676,1175,4094,0.09023885545486938,L2/3,L2/3,186.9111400425346
863,864691135385910869,864691135938155573,11476,5196,4094,0.39395177200071163,L2/3,L2/3,15.020022902778765
864,864691136990504853,864691135938155573,440,3047,4094,0.06787757762590585,L2/3,L2/3,31.409138033381307
865,864691135992618689,864691135938155573,1732,388,4094,0.12161095197226962,L2/3,L2/3,105.04358409726883
866,864691135155894884,864691136009055404,23152,2145,5428,0.18736887032233995,L2/3,L2/3,155.92680641890934
868,864691135082846711,864691136009055404,14164,4420,5428,0.14983099056315485,L2/3,L2/3,35.27550084690503
869,864691135275253989,864691136009055404,6120,3189,5428,0.0007561069151095842,L2/3,L2/3,116.96377777756679
870,864691135385894741,864691136009055404,5788,7928,5428,-0.02262856473541007,L2/3,L2/3,80.66032799338231
871,864691136310740570,864691136009055404,17780,8689,5428,0.20316971335791228,L2/3,L2/3,49.45763310147386
872,864691136923990500,864691136009055404,28788,372,5428,0.008337273275526795,L2/3,L2/3,49.718295706912606
873,864691135919485872,864691136009055404,2296,10805,5428,-0.035810092609567044,L2/3,L2/3,120.24693952030555
874,864691135468597132,864691136009055404,19908,4055,5428,-0.03222852168253907,L2/3,L2/3,135.06470390150056
875,864691135856895534,864691136009055404,3924,6567,5428,0.11181863588339115,L2/3,L2/3,62.56735762360438
877,864691135910761897,864691136009055404,22736,7249,5428,0.08864201539013832,L2/3,L2/3,81.61533973463573
880,864691136041780566,864691136009055404,24408,11104,5428,-0.027218321753142708,L2/3,L2/3,119.30698044959486
882,864691136330042858,864691136009055404,18792,11222,5428,0.036399746619146536,L2/3,L2/3,127.18043220558744
883,864691135953041955,864691136009055404,15920,8062,5428,0.18833428034445826,L2/3,L2/3,522.7252649872588
885,864691135013978774,864691136009055404,30788,11791,5428,0.15194528831695894,L2/3,L2/3,98.32471786890622
887,864691134965486879,864691136009055404,548,6511,5428,0.2297816651137951,L2/3,L2/3,87.27305013576647
888,864691135155894884,864691135473208882,5060,2145,10947,0.1342718092520573,L2/3,L2/3,41.81224624437202
889,864691135755884754,864691135473208882,3304,5503,10947,0.11782497877352427,L2/3,L2/3,111.8149831820405
891,864691135387675521,864691135473208882,3932,2079,10947,0.18122883319981542,L2/3,L2/3,24.89717349419409
892,864691135565696599,864691135473208882,7884,223,10947,0.14929932366723703,L2/3,L2/3,106.78945266270446
893,864691135926952148,864691135473208882,15372,224,10947,-0.24521670622448327,L2/3,L2/3,81.71469899595792
896,864691135992618689,864691135473208882,2704,388,10947,0.09946360292940146,L2/3,L2/3,96.83535519633307
898,864691135155894884,864691135867653910,3068,2145,7845,-0.09488258312281392,L2/3,L2/3,643.0995408115294
900,864691135155894884,864691135941873524,5296,2145,4021,0.13702369134464995,L2/3,L2/3,169.38940887788706
901,864691136923990500,864691135941873524,3176,372,4021,-0.00032662495037014225,L2/3,L2/3,147.6559893807224
902,864691135468597132,864691135941873524,7748,4055,4021,0.33803805769353507,L2/3,L2/3,134.00864951188785
904,864691136371775624,864691135941873524,2816,11627,4021,0.3327758136819355,L2/3,L2/3,165.14761183862151
905,864691136602387409,864691135941873524,6232,11710,4021,0.03786305013947677,L2/3,L2/3,130.48681968689402
906,864691136953057759,864691135941873524,2532,12006,4021,0.1339035699924883,L2/3,L2/3,167.45489489411767
907,864691135884521840,864691135941873524,4320,10931,4021,0.027942728038239134,L2/3,L2/3,98.87612678498286
908,864691135938349828,864691135941873524,3632,5160,4021,0.07591105535886566,L2/3,L2/3,151.2592180331499
911,864691135155894884,864691135645645039,16908,2145,24,0.08888535824503913,L2/3,L2/3,118.70507318560573
912,864691135404231406,864691135645645039,4324,3048,24,0.05722216562699582,L2/3,L2/3,93.22175196808952
913,864691135919485872,864691135645645039,5300,10805,24,-0.034029610261283906,L2/3,L2/3,79.79506551159663
914,864691135473091634,864691135645645039,1576,11597,24,-0.15039065238531377,L2/3,L2/3,131.7632750048359
915,864691135334986985,864691135645645039,20160,2084,24,-0.11359790866649797,L2/3,L2/3,110.53461937329863
916,864691135874156430,864691135645645039,12716,7237,24,0.04504321436027267,L2/3,L2/3,163.2563730088354
917,864691136602387409,864691135645645039,7912,11710,24,-0.04232625617490357,L2/3,L2/3,120.24284361241631
919,864691135182412802,864691135645645039,34172,7239,24,-0.02172360732008406,L2/3,L2/3,119.67446217134216
920,864691136032840123,864691135645645039,9804,11114,24,0.10095431587464529,L2/3,L2/3,135.52563671866665
923,864691135155894884,864691135726232895,8580,2145,4105,-0.06308996332318914,L2/3,L2/3,102.05333444821879
924,864691135273295377,864691135726232895,6120,11105,4105,0.06883791164817983,L2/3,L2/3,141.90111824788417
925,864691135594123307,864691135726232895,7908,8573,4105,-0.030533035792902622,L2/3,L2/3,109.4945653445868
927,864691135572379429,864691135726232895,3024,11127,4105,-0.14616155383517557,L2/3,L2/3,89.77206478632428
928,864691135155894884,864691135489036090,13120,2145,5506,0.12885471088946165,L2/3,L2/3,238.15206274983223
930,864691135387710593,864691135489036090,4320,2389,5506,-0.05052573112628208,L2/3,L2/3,139.48906652494313
931,864691135491711975,864691135489036090,276,440,5506,0.04472830857919926,L2/3,L2/3,143.838999774053
932,864691135272898833,864691135489036090,2976,3153,5506,-0.013442992904902338,L2/3,L2/3,192.58007905284495
933,864691135155894884,864691136813061747,2776,2145,4018,0.20145661990796593,L2/3,L2/3,214.87489912039516
934,864691135292991414,864691136813061747,2736,4056,4018,-0.08281395885026226,L2/3,L2/3,171.0108295050346
935,864691135135756569,864691136813061747,35244,2406,4018,-0.08621968904634193,L2/3,L2/3,228.98164817294852
942,864691135155894884,864691135915998822,14712,2145,11469,-0.03364088157802062,L2/3,L2/3,144.84748679904675
944,864691135782702387,864691135915998822,7572,497,11469,0.2084200912095988,L2/3,L2/3,70.7773523099021
945,864691135273295377,864691135915998822,2064,11105,11469,0.3922173846783569,L2/3,L2/3,68.23263172412452
946,864691135568970220,864691135915998822,10312,6242,11469,0.19017607372289652,L2/3,L2/3,94.43136868646985
947,864691135155894884,864691135865828572,14424,2145,2092,0.3639956119281306,L2/3,L2/3,103.20765025907723
949,864691135610086151,864691135865828572,3908,4116,2092,0.034648585638569526,L2/3,L2/3,116.09032648761053
950,864691135386455381,864691135865828572,52464,4223,2092,0.0020403515575604697,L2/3,L2/3,194.21678427983508
951,864691135387675521,864691135865828572,1868,2079,2092,0.20876556919469552,L2/3,L2/3,98.40958002145923
952,864691135731346105,864691135865828572,2272,4432,2092,0.010425617466835495,L2/3,L2/3,164.83718590172543
955,864691135155894884,864691135859678312,6260,2145,5446,0.0625593219517404,L2/3,L2/3,117.27006342626412
958,864691135386455381,864691135859678312,15248,4223,5446,-0.0696581901627989,L2/3,L2/3,170.6753418628479
962,864691135155894884,864691136009073582,8884,2145,8938,0.4268547831060941,L2/3,L2/3,186.18107383942115
963,864691135855890478,864691136009073582,4672,1175,8938,0.0304660439023591,L2/3,L2/3,111.98964094950922
964,864691135491205735,864691136009073582,3512,4507,8938,0.1360371787560611,L2/3,L2/3,852.7485949234979
986,864691135155894884,864691135610086151,1060,2145,4116,0.0015521837618761875,L2/3,L2/3,60.28406781231675
989,864691135386455381,864691135610086151,17132,4223,4116,0.062192182544473444,L2/3,L2/3,87.50354360824478
990,864691136602371025,864691135610086151,1128,7294,4116,0.1268915954382202,L2/3,L2/3,599.7292669196661
991,864691135387675521,864691135610086151,19256,2079,4116,-0.019264309330090712,L2/3,L2/3,30.576097331085293
992,864691135397503777,864691135610086151,4888,5154,4116,0.13007426878574607,L2/3,L2/3,55.16220909282005
993,864691135123429927,864691135610086151,232,9045,4116,-0.013170401626323908,L2/3,L2/3,103.65044794886319
995,864691135488888378,864691135610086151,6648,3038,4116,0.0014847898773045945,L2/3,L2/3,51.94817355788365
996,864691136990504853,864691135610086151,6876,3047,4116,-0.04218206981436051,L2/3,L2/3,80.86903387576733
1007,864691135155894884,864691135726362175,1104,2145,11506,0.23902453631683881,L2/3,L2/3,116.09642805874776
1010,864691136371775624,864691135726362175,28628,11627,11506,0.4348315729969858,L2/3,L2/3,111.9373905002256
1015,864691135155894884,864691136619330445,260,2145,4650,0.11802500103923311,L2/3,L2/3,158.59340758051707
1016,864691135591041291,864691136619330445,13108,2091,4650,0.2924503172752722,L2/3,L2/3,147.2611318712443
1017,864691135082846711,864691136619330445,15240,4420,4650,0.15688298728502184,L2/3,L2/3,131.676594123633
1018,864691135473091634,864691136619330445,5580,11597,4650,0.0607087532755133,L2/3,L2/3,152.62418031229524
1019,864691135155894884,864691135408105929,4796,2145,4039,-0.06940505507628539,L2/3,L2/3,195.27048170166427
1020,864691135338381030,864691135408105929,3348,7267,4039,-0.10538115008882117,L2/3,L2/3,170.94298165177764
1021,864691135385894741,864691135408105929,35852,7928,4039,-0.11381871565661769,L2/3,L2/3,131.21951074440105
1022,864691135582259309,864691135408105929,6684,11269,4039,-0.07618455081187835,L2/3,L2/3,167.2392375012515
1027,864691135155894884,864691136195209292,660,2145,12055,0.13285374109497264,L2/3,L2/3,192.7463269688945
1030,864691135155894884,864691135385894741,16480,2145,7928,-0.0362557191451443,L2/3,L2/3,117.9717921538874
1031,864691135404231406,864691135385894741,9416,3048,7928,-0.06383905123609085,L2/3,L2/3,112.6331909873817
1032,864691136101005173,864691135385894741,3060,3121,7928,-0.15941740388847592,L2/3,L2/3,107.43470694333368
1034,864691135468597132,864691135385894741,15292,4055,7928,-0.00896251451481205,L2/3,L2/3,68.65552505079255
1035,864691135100604448,864691135385894741,764,11258,7928,0.12156415122790465,L2/3,L2/3,65.13917359009098
1036,864691135156674148,864691135385894741,57460,10949,7928,0.07454107256855495,L2/3,L2/3,32.51589838832691
1037,864691135856895534,864691135385894741,3376,6567,7928,0.02675109805186679,L2/3,L2/3,105.5015880828341
1038,864691135754259661,864691135385894741,4836,12008,7928,0.2067084806832404,L2/3,L2/3,83.33185897362422
1039,864691135133615264,864691135385894741,4236,5607,7928,-0.21595681634544364,L2/3,L2/3,104.60554570384889
1042,864691136602387409,864691135385894741,14448,11710,7928,-0.13143084592543083,L2/3,L2/3,53.598693715425554
1043,864691135511563472,864691135385894741,1592,7333,7928,-0.08420658075370853,L2/3,L2/3,46.80554975641243
1044,864691136106122969,864691135385894741,8920,8895,7928,-0.23153553904154484,L2/3,L2/3,91.69861765588406
1045,864691135407816393,864691135385894741,24836,11591,7928,0.07379562379962644,L2/3,L2/3,81.2410808396836
1046,864691135685170871,864691135385894741,6184,10902,7928,0.2233674778530526,L2/3,L2/3,57.07424105496283
1047,864691135123429927,864691135385894741,7440,9045,7928,0.11657519241600228,L2/3,L2/3,100.21023181292415
1048,864691135349437655,864691135385894741,3604,11117,7928,-0.03192930933240078,L2/3,L2/3,58.15828608203655
1049,864691135661523184,864691135385894741,3700,5435,7928,-0.03315912848065331,L2/3,L2/3,81.11587839627948
1050,864691136032840123,864691135385894741,3676,11114,7928,-0.09887549467512735,L2/3,L2/3,57.4422601226658
1051,864691135777730656,864691135385894741,17860,12025,7928,0.07114278105712027,L2/3,L2/3,81.53096727011157
1052,864691135155894884,864691135477103528,1276,2145,4106,0.3787569507886522,L2/3,L2/3,708.9725754696018
1053,864691135952122147,864691135477103528,6432,7988,4106,0.21774178617337075,L2/3,L2/3,95.64519099254288
1054,864691135155894884,864691136619261069,1796,2145,6164,0.27221942836733437,L2/3,L2/3,34.483712097162616
1055,864691135135756569,864691136619261069,34820,2406,6164,0.22368441743513404,L2/3,L2/3,177.01233294886552
1056,864691136990504853,864691136619261069,3780,3047,6164,0.18911716156185823,L2/3,L2/3,67.3866175438418
1057,864691135947212897,864691136619261069,2540,2175,6164,0.0771318003758354,L2/3,L2/3,45.3756389266311
1058,864691135700475426,864691136619261069,820,4231,6164,0.043340911849404,L2/3,L2/3,94.51219502265303
1059,864691136066578840,864691136619261069,26804,11119,6164,0.10380987039827214,L2/3,L2/3,77.34809132745288
1070,864691135155894884,864691135468822866,4312,2145,7235,0.08955598437886256,L2/3,L2/3,184.15781632067643
1071,864691135385894741,864691135468822866,5604,7928,7235,-0.2030415949371929,L2/3,L2/3,99.9930957616574
1072,864691135701034107,864691135468822866,2220,410,7235,0.15286486361134813,L2/3,L2/3,130.68508615752603
1073,864691136602371025,864691135468822866,2952,7294,7235,-0.29442183980508335,L2/3,L2/3,593.6952385593133
1074,864691134965486879,864691135468822866,1596,6511,7235,0.08178251093736293,L2/3,L2/3,147.34832201284144
1078,864691135155894884,864691136724540413,2476,2145,11495,0.36837854353680316,L2/3,L2/3,94.7301237833036
1079,864691135565275479,864691136724540413,2496,1146,11495,-0.050546936503212236,L2/3,L2/3,114.60480129558277
1082,864691135511563472,864691136724540413,5120,7333,11495,-0.002977692826249171,L2/3,L2/3,159.5334929097963
