,pre_pt_root_id,post_pt_root_id,sum_size,index_pre,index_post,C,cell_type_pre,cell_type_post
12592,864691135367058169,864691136309871706,5580,1658,2232,0.3869282321814932,L4,L2/3
12596,864691135367058169,864691136084747372,26612,1658,7291,0.045111057548079196,L4,L2/3
12600,864691135117980637,864691136084747372,2276,534,7291,0.07590080542161806,L4,L2/3
12601,864691135367058169,864691136119594520,33376,1658,95,0.05590595211061345,L4,L2/3
12604,864691135367058169,864691135491879519,5984,1658,11359,-0.03583686249408486,L4,L2/3
12609,864691135367058169,864691136389289079,3540,1658,94,0.025862440347439095,L4,L2/3
12615,864691135367058169,864691136176294662,18856,1658,1008,-0.060621672102980424,L4,L2/3
12622,864691135367058169,864691136032457403,4668,1658,1081,0.08194895748881947,L4,L2/3
12624,864691136066664088,864691136032457403,14312,3399,1081,0.09060985213686058,L4,L2/3
12626,864691135367058169,864691135865709532,5572,1658,11003,0.014175205732497094,L4,L2/3
12630,864691135385422677,864691135865709532,8156,802,11003,-0.22009427021424502,L4,L2/3
12633,864691135367058169,864691135640034363,26900,1658,11357,-0.04483793745427754,L4,L2/3
12637,864691135367058169,864691136267540468,6168,1658,7116,-0.08676954898493798,L4,L2/3
12642,864691135367058169,864691135488751162,1416,1658,6587,-0.05709464159249163,L4,L2/3
12645,864691135367058169,864691135763058742,17692,1658,2943,-0.04262279404867618,L4,L2/3
12647,864691135367058169,864691135685128119,5472,1658,8488,-0.06152665649106617,L4,L2/3
12649,864691135367058169,864691136144610356,4388,1658,3571,-0.015118514344425352,L4,L2/3
12651,864691135367058169,864691136925861962,4044,1658,7110,-0.06762556940693101,L4,L2/3
12654,864691135367058169,864691135582740589,39708,1658,5230,-0.027663162170368003,L4,L2/3
12656,864691135367058169,864691135616698729,5704,1658,11168,0.052146579741047305,L4,L2/3
12657,864691135367058169,864691135876662867,9088,1658,11369,-0.08827981510964891,L4,L2/3
12659,864691135367058169,864691136144642356,58856,1658,7857,0.02421765814213552,L4,L2/3
12661,864691135367058169,864691135927326676,17524,1658,4280,-0.029374905561035895,L4,L2/3
12664,864691135367058169,864691135538904178,216,1658,7973,0.02175805326953648,L4,L2/3
12665,864691135367058169,864691135447348308,30340,1658,289,0.03470408486529764,L4,L2/3
12669,864691135367058169,864691135927046158,5248,1658,1973,-0.08009589111429452,L4,L2/3
12670,864691135367058169,864691135464277573,6256,1658,1087,-0.016514914192509045,L4,L2/3
