,pre_pt_root_id,post_pt_root_id,sum_size,index_pre,index_post,C,cell_type_pre,cell_type_post
111,864691135988078595,864691135477010344,16072,7336,892,-0.20267316329228632,L3a,L5ET
112,864691136041818198,864691135477010344,31416,10882,892,0.14673769650766813,L2a,L5ET
113,864691136371364744,864691135477010344,1544,4208,892,-0.09736932473752813,L2b,L5ET
114,864691135013978774,864691135477010344,9528,11791,892,0.13509177456889893,L3a,L5ET
115,864691135697223834,864691135477010344,3892,7684,892,-0.06521653984706359,L5b,L5ET
116,864691136124381734,864691135477010344,820,6028,892,0.27924834951659316,L5ET,L5ET
117,864691135616964457,864691135477010344,804,863,892,0.10397970916935471,L5ET,L5ET
118,864691136452190463,864691135477010344,632,9475,892,0.21854802579213714,L5b,L5ET
119,864691135497743635,864691135477010344,8932,3625,892,0.12511436276762072,L3c,L5ET
120,864691135272898833,864691135477010344,8596,3153,892,0.12372793853321232,L2b,L5ET
121,864691136228183377,864691136228027217,1672,9201,10134,0.05450741070421687,L4c,L4a
122,864691135916149862,864691136228027217,16536,235,10134,0.062304022458479845,L3c,L4a
123,864691136419698583,864691136228027217,1144,1487,10134,-0.10441860984110117,L4b,L4a
124,864691136595685282,864691136228027217,6464,231,10134,0.094067499986282,L3b,L4a
125,864691135361192007,864691136228027217,2028,10136,10134,-0.022045403820627998,L4a,L4a
126,864691135777064877,864691136228027217,4988,5427,10134,0.16117893647768597,L4a,L4a
127,864691135208943225,864691136228027217,8368,10140,10134,-0.011648459542094024,L4b,L4a
128,864691135349531607,864691136228027217,13592,9750,10134,0.20375636797039945,L4a,L4a
129,864691136378815445,864691136228027217,5784,1389,10134,-0.1105189290139302,L4a,L4a
130,864691136228183377,864691137020798318,26928,9201,10233,-0.11966420660094282,L4c,L4a
131,864691136066697624,864691137020798318,11304,8394,10233,0.10873531662743181,L4b,L4a
132,864691135777064877,864691137020798318,15988,5427,10233,0.3978028464233309,L4a,L4a
133,864691135349531607,864691137020798318,3864,9750,10233,0.27247681818350405,L4a,L4a
134,864691136990522517,864691137020798318,2168,8726,10233,-0.026113479938187238,L3c,L4a
135,864691135661523184,864691137020798318,3808,5435,10233,-0.03665966916296961,L3c,L4a
136,864691136228183377,864691135568917740,14660,9201,3774,0.11649458002822441,L4c,L5a
137,864691135594514987,864691135568917740,2864,7506,3774,0.31408988179512365,L4b,L5a
138,864691135916172390,864691135568917740,9852,9729,3774,0.13610131816234056,L4a,L5a
139,864691136066664088,864691135568917740,4660,3399,3774,0.2380236345682041,L4a,L5a
140,864691135182879746,864691135568917740,13956,885,3774,-0.02362117525226895,L5ET,L5a
141,864691136228183377,864691135488734010,6820,9201,807,-0.05099312453546037,L4c,L4a
142,864691137198217793,864691135488734010,2896,10144,807,-0.10514676870013805,L4b,L4a
143,864691135463857470,864691135488734010,11552,622,807,0.4308707120539648,L4c,L4a
144,864691136144224308,864691135488734010,3548,5886,807,0.011731232174919146,L4c,L4a
145,864691136228183377,864691135479049414,7576,9201,2675,-0.00484474006189341,L4c,L5a
146,864691136602976721,864691135479049414,16924,6779,2675,0.038927343817690745,L4c,L5a
147,864691135469443410,864691135479049414,14496,9428,2675,0.3526440482487863,L4a,L5a
